순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,줄거리,장르
34,타잔 3D,2014-01-09,4452845000,0.005,597142,527.0,독일,독일,(주)싸이더스,"가족을 잃은 소년
아프리카의 깊고 깊은 정글,
가족과 함께 정글 탐험을 떠났다가 헬기 추락사고 후, 홀로 살아남은 어린 소년 제이제이.

새로운 가족을 만나다
사고의 잔해 속에서 제이제이를 발견한 고릴라 칼라는 어린 소년을 자신의 아들처럼 보살핀다.
낯선 정글에서 새로운 가족을 만나 동물들과 교감하며 야생의 세계를 배우기 시작한 소년은
어느 새 정글의 왕 ‘타잔’으로 거듭난다.

정글의 왕, 그의 거대한 모험이 시작된다
한편, 정글에는 7천만년 전 우주에서 떨어진 신비한 운석이 잠들어 있다.
지구 전체의 운명을 바꿀 수 있는 전설의 운석을 차지하기 위한 사람들이 정글을 위협하고,
타잔은 정글을 지키기 위한 거대한 모험을 시작하는데..","애니메이션,액션,어드벤처"
35,더 울프 오브 월스트리트,2014-01-09,4490682000,0.005,585082,395.0,미국,미국,주식회사 우리네트웍스,"세상을 발칵 뒤집은 희대의 사기극!
최고들이 만들어낸 거짓말 같은 실화!

화려한 언변, 수려한 외모, 명석한 두뇌를 지닌 조단 벨포트(레오나르도 디카프리오)는 주가 조작으로 월스트리트 최고의 억만장자가 된다. 주체할 수 없이 많은 돈을 손에 쥔 그는 술과 파티, 여자에게 아낌 없이 쏟아 붓고, 급기야 FBI의 표적이 되는데…
인생은 한 방! 제대로 사기치고 화끈하게 즐겨라!","범죄,드라마"
36,스텝 업: 올 인,2014-09-03,4337490134,0.005,564589,325.0,미국,미국,(주)나이너스엔터테인먼트,"플래시몹으로 유튜브를 강타하며 부푼 야망을 안고 LA로 진출한 션과 크루들,
하지만 높은 할리우드 벽에 부딪혀 팀은 뿔뿔이 흩어지고 꿈은 물거품이 되고 만다.

홀로 방황하던 션은 천금같은 기회인 세계 최고의 쇼 배틀 '더 보텍스'가 열린다는 소식을 듣고,
오랜 친구이자 환상의 파트너 무스를 찾아가 우승을 위해 의기투합한다.

파워풀한 스트릿 댄스의 일인자 앤디를 비롯해 로보팅 고수, 비보이 챔피언 등 개성 넘치는
실력파 댄서들과 함께 새로운 팀‘엘레멘트릭스’를 결성해 대회에 출전한다.

하지만 라스베가스에서 그들을 기다리는 것은 강력한 우승후보 '그림 나이츠'와
과거절친이자 팀 동료가 이끈 '더 몹', 이제 남은 것은 치열한 댄스 배틀 뿐이다.

인생을 바꿀 단 한번의 기회!
꿈, 사랑, 열정, 젊음의 전부를 올인하라!","드라마,멜로/로맨스"
37,어바웃 타임,2013-12-05,4073560500,0.005,536186,568.0,영국,영국,유니버설픽쳐스인터내셔널 코리아(유),"모태솔로 팀(돔놀 글리슨)은 성인이 된 날, 아버지(빌 나이)로부터 놀랄만한 가문의 비밀을 듣게 된다.
바로 시간을 되돌릴 수 있는 능력이 있다는 것!
그것이 비록 히틀러를 죽이거나 여신과 뜨거운 사랑을 할 수 는 없지만,
여자친구는 만들어 줄 순 있으리..

꿈을 위해 런던으로 간 팀은 우연히 만난 사랑스러운 여인 메리에게 첫눈에 반하게 된다.
그녀의 사랑을 얻기 위해 자신의 특별한 능력을 마음껏 발휘하는 팀.
어설픈 대시, 어색한 웃음은 리와인드! 뜨거웠던 밤은 더욱 뜨겁게 리플레이!
꿈에 그리던 그녀와 매일매일 최고의 순간을 보낸다.

하지만 그와 그녀의 사랑이 완벽해 질수록 팀을 둘러싼 주변 상황들은 미묘하게 엇갈리고,
예상치 못한 사건들이 여기저기 나타나기 시작하는데…","멜로/로맨스,코미디"
38,눈의 여왕 2: 트롤의 마법거울,2014-12-24,3623421700,0.004,498320,479.0,러시아,러시아,씨네그루(주)다우기술,"크리스마스에 찾아오는 환상적이고 짜릿한 모험의 세계!
올 겨울, 온 세상이 다시 얼어붙는다!

눈의 여왕을 물리친 후 자유를 되찾게 된 트롤 왕국의 영웅이 된 올름. 우쭐해진 올름은 자신이 직접 눈의 여왕을 무찔렀다는 엄청난 거짓말을 한다. 그 거짓말을 믿는 트롤 왕국의 왕은 공주 매리벨과 최고의 영웅(?) 올름을 결혼시키려 하지만 눈덩이처럼 불어난 올름의 거짓말은 악당 스노우 킹마저 깨어나게 한다. 북풍을 시켜 공주 매리벨을 납치한 스노우 킹으로 인해 트롤 왕국에는 다시금 위기가 찾아오고 올름은 기사 아로그와 함께 공주를 구하기 위한 모험을 떠나게 되는데…","애니메이션,판타지,가족"
39,노예 12년,2014-02-27,3644201200,0.004,498004,326.0,미국,"미국,영국","판씨네마(주),(주)프레인글로벌","1840년대 미국에서는 노예 수입이 금지되자 흑인 납치 사건이 만연하게 된다.
미국내 자유주(州)의 흑인을 납치해 노예주(州)로 팔아 넘기는 것.

음악가 ‘솔로몬 노섭’, 노예 ‘플랫’!
두 인생을 산 한 남자의 거짓말 같은 실화!

1841년 뉴욕. 아내 그리고 두 명의 아이와 함께 자유로운 삶을 누리던 음악가 솔로몬 노섭(치웨텔 에지오포)은 어느날 갑자기 납치되어 노예로 팔려간다.
그가 도착한 곳은 노예주 중에서도 악명 높은 루이지애나.
신분을 증명할 방법이 없는 그에게 노예 신분과 ‘플랫’이라는 새 이름이 주어지고,
12년의 시간 동안 두 명의 주인 윌리엄 포드(베네딕트 컴버배치), 에드윈 엡스(마이클 패스벤더)를 만나게 되는데…

단 한 순간도 희망을 놓지 않았던 12년 간의 기록이 펼쳐진다!",드라마
40,엔더스 게임,2013-12-31,3695768000,0.004,487679,460.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,"지금 이기지 못하면 영원히 승리할 수 없다!
외계 종족 ‘포믹’의 공격에서 가까스로 살아남은 뒤 우주함대를 결성한 인류는 지구를 지켜낼 단 한 명의 영웅으로 뛰어난 지능과 천재적 전략을 지닌 '엔더'를 선택한다.
외로움과 고통을 이겨내고 철저한 훈련과 시뮬레이션 전투를 통해 우주함대 최고의 지휘관으로
성장한 엔더. 이제 그에게 남은 것은 인류의 미래가 걸린 최후의 우주전쟁!
이길 것인가? 지배당할 것인가!
모든 것을 건 최후의 우주전쟁이 시작된다!","SF,액션,어드벤처"
41,썬더와 마법저택,2013-12-24,3004330500,0.004,444848,422.0,벨기에,벨기에,(주)씨제이이엔엠,"세계적 마술사 로렌스의 저택을 지키기 위한
썬더와 친구들의 공동작전이 시작된다!

길을 잃고 홀로 남겨진 고양이 썬더.
비를 피해 우연히 오래된 저택으로 숨어들게 된 썬더는 추위와 두려움에 떨다 동물 가족들에게 옛날 이야기를 들려주고 있는 마술사 로렌스 할아버지를 만나게 되고, 친절한 로렌스는 썬더를 새로운 가족으로 받아준다.
하지만 저택의 터줏대감인 잭(토끼)과 매기(쥐)는 썬더를 인정하지 않고 괴롭히기 시작하고….
로렌스와 함께 어린이 병동을 찾아 마술쇼 공연을 펼쳐 보이고 귀가하던 썬더는 잭과 매기의 괴롭힘을 피하던 중 실수로 운전을 방해해 로렌스 할아버지는 큰 사고를 당하고 만다. 급기야 로렌스의 저택을 노린 조카 다니엘은 주인 없이 남겨진 저택을 팔아 치우기 위한 음모를 꾸미는데….

과연 고양이 썬더는 저택의 친구들을 자신의 편으로 만들고
로렌스 할아버지의 마법저택을 지켜낼 수 있을까?","애니메이션,어드벤처,가족"
42,다이버전트,2014-04-16,3297709011,0.004,424041,511.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,"어디에도 속하지 않은 금기된 존재, 다이버전트!
선택하라! 행동하라! 싸워라! 그들의 선택이 세상을 바꾼다!

가까운 미래 시카고, 잦은 전쟁과 자연재해로 폐허가 된 도시에서 인류는 하나의 사회, 다섯개의 분파로 나뉘어 자신이 속한 분파의 행동규범을 절대적으로 따르며 철저히 통제된 세상에 살게 된다. ‘핏줄보다 분파’가 중요한 사회에서 모든 구성원은 열여섯 살이 되면 평생 살아갈 분파를 결정하기 위해 테스트를 치르게 되고, 그 중 어느 분파에도 속하지 않아 금기시 되는 존재 ‘다이버전트’로 판정 받는 소녀 ‘트리스’가 나타난다. 정부에서 개발한 감각 통제 시스템으로 통제할 수 없는 강한 의지를 지닌 ‘다이버전트’. 그들을 둘러싼 거대한 음모와 배신, 숨겨진 어두운 비밀이 밝혀지며 모든 사람들이 지금까지 믿고 있던 모든 것이 산산이 부서지기 시작하는데…

“그들은 질서와 복종을, 나는 자유와 혼돈을 택했다!”
4월, 리얼 액션 판타지의 시작! <다이버전트>","SF,판타지,액션,멜로/로맨스"
43,주온 : 끝의 시작,2014-07-16,3071127231,0.004,410644,394.0,일본,일본,(주)넥스트엔터테인먼트월드(NEW),"담임선생님 ‘유이’는 새 학기가 되었음에도 출석하지 않는 학생 ‘토시오’를 만나보고자 가정방문을 하게 된다. 하지만 그 집은 19년 전 일가족 몰살 사건이 발생한 후 괴상한 소문으로 가득하여 동네 주민으로부터 외면받는 집이란 사실을 알고, ‘유이’도 두려움이 생긴다. 용기를 내어 ‘유이’는 ‘토시오’의 집을 방문하지만, 정작 ‘토시오’의 엄마 ‘가야코’를 만나게 되고 그녀로부터 섬뜩한 공포의 기운을 느끼고서는 서둘러 그 집을 나온다.
그리고 그날 이후부터 ‘유이’에게 설명할 수 없는 이상한 일들이 생기기 시작하는데…

아직도 혼자 있다고 생각하는가?
당신의 책상 밑에, 그리고 이불 속에…그 아이가 있다!",공포(호러)
44,닌자터틀,2014-08-28,3321120147,0.004,400329,479.0,미국,미국,(주)씨제이이엔엠,"거북이들을 위해 여행선물로 골동품을 사온 에이프릴, 그 중에서 용도를 알수 없는 물건이 있어 만지던 중 에이프릴이 사라진다. 대신 나타난 것은 켄신이라는 일본 막부시대의 영주 아들로 자신이 일본에서 온 것이라고 말해준다. 막부시대 일본으로 간 에이프릴은 마녀로 몰려 투옥된다. 거북이들은 에이프릴를 구하기 위하여 과거로 향하고, 그곳에 도착하자마자 라파엘과 나머지셋은 갈라져 에이프릴을 찾기는 커녕 자신들 마저 뿔뿔이 흩어지는데…","액션,어드벤처"
45,명탐정 코난 : 이차원의 저격수,2014-08-06,2768375000,0.003,398606,299.0,일본,일본,(주)씨제이이엔엠,"높이 635m를 자랑하는 벨트리 타워의 오프닝 행사날.
전망대에서 절경을 즐기던 코난 일행의 눈 앞에서 어디선가 날아온 총탄이 한 남자의 가슴을 꿰뚫는다! 코난은 총탄이 날아온 곳에 있는 검은 그림자를 발견하고 여고생 탐정 양세라와 함께 저격범을 추격하는데…
수류탄 등으로 중무장한 범인을 끝까지 쫓던 코난과 양세라는 위기에 처한 순간 FBI 수사관 조디 일행의 도움으로 위험에서 벗어나지만 범인은 바다에 뛰어들어 자취를 감추고 만다.
그리고 연이어 발생하는 도심 한복판에서의 저격 사건들….

과연 범인의 최후의 목적은 무엇이며
코난은 다시 한번 수수께끼를 파헤쳐 낼 수 있을 것인가?!","애니메이션,스릴러,어드벤처"
46,천재 강아지 미스터 피바디,2014-04-24,2859791400,0.003,385552,533.0,미국,미국,(주)씨제이이엔엠,"역사상 가장 똑똑한 강아지 나타나심!

IQ800, 박사학위 취득, 발명, 요리, 댄스, 연주까지…
못하는 게 없는 역사상 최고의 천재 ‘미스터 피바디’
하지만 그의 정체는 바로 강아지! 게다가 똘똘한 아들 ‘셔먼’을 둔 아들바보이다.
‘셔먼’은 같은 반 친구 ‘페니’로부터 아빠가 강아지라고 놀림을 당하지만 의기소침도 잠시!
미스터 피바디와 셔먼에겐 남들은 상상도 못할 둘만의 비밀이 있다

바로 전세계 어느 곳, 어느 시대든 갈 수 있는 ‘타임머신’이 있다는 것!

레오나르도 다빈치, 반 고흐, 셰익스피어를 만나고
고대 이집트, 프랑스 혁명, 트로이 전쟁을 넘나드는
그들의 시간여행은 지칠 줄 모르고 계속 되는데!

시간여행 어디까지 가봤니?
천재 강아지 미스터 피바디와 셔먼의 급이 다른 모험이 펼쳐진다!","애니메이션,어드벤처,가족"
47,그녀,2014-05-22,2858143500,0.003,350618,168.0,미국,미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)","사랑과 관계에 서툰 모두를 위한 감성 로맨스
우리에게 사랑하는 법을 알려준, 그녀를 다시 만난다

다른 사람의 편지를 써주는 대필 작가로 일하고 있는 ‘테오도르’는
타인의 마음을 전해주는 일을 하고 있지만
정작 자신은 아내와 별거 중인 채 외롭고 공허한 삶을 살아가고 있다.

어느 날, 스스로 생각하고 느끼는 인공지능 운영체제 ‘사만다’를 만나게 되고,
자신의 말에 귀를 기울이며 이해해주는 ‘사만다’로 인해
조금씩 상처를 회복하고 행복을 되찾기 시작한 ‘테오도르’는
어느새 점점 그녀에게 사랑의 감정을 느끼게 되는데...","드라마,멜로/로맨스"
48,선 오브 갓,2014-04-10,2393901800,0.003,329253,419.0,미국,미국,(주)프레인글로벌,"전세계 최고의 베스트셀러 '바이블' 무비!
대제국 로마로부터 박해받는 이스라엘 민족.
그들에게 구원과 믿음을 전파하며 세상의 죄를 대신하여 십자가에 못박힌 역사를 바꾼 예수 그리스도의 이야기.
인류 역사상 가장 위대한 사랑을 만난다!",드라마
49,잭 라이언 : 코드네임 쉐도우,2014-01-16,2395409500,0.003,327591,419.0,미국,"미국,러시아",(주)씨제이이엔엠,"뛰어난 두뇌와 탁월한 정보 분석 능력으로 은밀하게 발탁된 CIA 비밀요원 ‘잭 라이언’(크리스 파인)
뉴욕 증권가 월 스트리트의 능력 있는 임원으로 CIA 요원의 정체를 숨기고 살아가던 그는
전세계 경제를 붕괴시킬 치밀한 테러의 음모를 알아차리게 된다.

거대한 혼란을 야기할 경제 테러를 막을 유일한 인물로 지목된 ‘잭 라이언’.
누구도 믿을 수 없는 위기의 상황에 처하게 된 그는
자신의 조력자이자 파트너 ‘하퍼’(케빈 코스트너), 그리고 약혼녀 ‘캐시’(키이라 나이틀리)와 함께
음모의 열쇠를 쥐고 있는 ‘빅터’(케네스 브래너)에 맞서 절체절명 미션 수행에 나서게 되는데…!

누구도 믿지 말고, 모두를 속여라!
CIA 비밀요원 ‘잭 라이언’의 새로운 미션이 시작된다!","액션,드라마,스릴러"
